concept,text,pleasant,attention,sensitivity,aptitude,polarity
turn_stomach,turn stomach,-0.062,0.128,0.707,-0.677,-0.439
turn_television,turn television,0.787,-0.55,0,0.784,0.707
turn_television_set,turn television set,0,0.108,0,0.202,0.103
turn_tv,turn tv,0,0,-0.059,-0.044,-0.034
turn_tv_set,turn tv set,-0.049,0,0,-0.035,-0.028
turn_up_the_heat,turn up the heat,0.951,-0.98,0,0.789,0.907
turn_up_the_pressure,turn up the pressure,0.564,-0.52,0,0.648,0.577
turn_water,turn water,-0.074,0,0.026,0,-0.033
turned,turned,-0.652,0,0.935,-0.846,-0.811
turning_away,turning away,0.916,-0.929,0,0.502,0.782
turnip,turnip,0.065,0,0.011,0.051,0.035
turquoise,turquoise,-0.065,0,0.011,0,-0.025
tv_channel,tv channel,0,0.142,-0.049,0.116,0.07
tv_drama,tv drama,0.078,0,0,0.06,0.046
tv_program,tv program,0.039,0,-0.091,0.123,0.024
tv_series,tv series,-0.269,0.166,-0.331,0.171,-0.088
tv_set,tv set,0.09,-0.032,0.015,0,0.036
tv_show,tv show,-0.09,0.166,-0.146,0.198,0.043
tv_station,tv station,-0.09,0.166,-0.146,0.198,0.043
tv_studio,tv studio,0,0.07,0,0.071,0.047
twat,twat,-0.723,0,0.728,-0.689,-0.713
tweezer,tweezer,0.028,-0.243,0.061,-0.05,0.053
twelve_inch,twelve inch,0,-0.047,0.165,0,-0.039
twelve_months,twelve months,0,0,0,0.7,0.233
twentieth_century,twentieth century,0.978,-0.601,0,0.895,0.825
twice,twice,0,0.144,0.046,0.239,0.112
twiddle_thumb,twiddle thumb,0,-0.063,0.061,-0.233,-0.077
twig,twig,0.042,-0.152,0.058,0.057,0.064
twilight,twilight,0,0.069,0,0,0.023
twilight_zone,twilight zone,0.979,-0.75,0,0.764,0.831
twin,twin,0,0.142,0.057,0.168,0.084
twirl,twirl,0,0,0,0.082,0.027
twirl_around,twirl around,0.075,0,0,0.158,0.078
twist,twist,0.06,0,0,0.182,0.081
twist_ankle,twist ankle,0,0,-0.947,-0.858,-0.602
twister,twister,-0.039,0,0,-0.125,-0.055
twitch,twitch,-0.691,0,0.849,-0.717,-0.752
twitching,twitching,-0.658,0,0.713,-0.665,-0.679
two-dimensional,two-dimensional,-0.025,0.091,0,0.152,0.073
two_arms,two arms,0,0.069,0,0,0.023
two_children,two children,0.029,0.076,0,0,0.035
two_ears,two ears,0.902,0.772,0,0,0.558
two_eyes,two eyes,0,-0.011,0.044,-0.069,-0.034
two_feet,two feet,-0.04,0,0.059,0,-0.033
two_halves,two halves,-0.028,0.103,0.069,0.151,0.052
two_hands,two hands,0.754,0.903,0,0,0.552
two_horses,two horses,0,0,0,0.071,0.024
two_lines,two lines,0.065,0.239,0.06,0.177,0.14
two_men,two men,0.082,0.221,-0.35,0.245,0.066
two_parts,two parts,0.057,0.159,0.168,0.104,0.051
two_people,two people,0.164,0.145,-0.105,0.188,0.131
two_sides,two sides,0,0.072,0.068,0.074,0.026
two_syllables,two syllables,0.03,0.113,0.073,0.131,0.067
two_together,two together,0.024,0.124,0.015,0.229,0.121
two_wheels,two wheels,0.041,-0.087,0,0.056,0.061
two_women,two women,-0.27,0,-0.293,0,-0.188
type_of_animal,type of animal,0,-0.101,0,0,0.034
type_of_architecture,type of architecture,0.578,-0.957,0,0.979,0.838
type_of_art,type of art,0,0.112,-0.047,0.163,0.076
type_of_bear,type of bear,0,0.38,-0.425,0.324,0.093
type_of_bow,type of bow,0.033,0,0.009,0.057,0.027
type_of_bread,type of bread,-0.026,0.086,0.026,0.157,0.064
type_of_car,type of car,0,0.281,0,0.206,0.162
type_of_cloth,type of cloth,0.085,0,0.035,0.147,0.066
type_of_container,type of container,0.031,0.089,0,0.116,0.079
type_of_credit_card,type of credit card,0.082,-0.176,0.093,-0.096,0.023
type_of_criminal,type of criminal,0.023,0.145,-0.076,0,0.031
type_of_document,type of document,0,0.119,-0.184,0.163,0.033
type_of_dog,type of dog,0,0,-0.807,-0.882,-0.563
type_of_engine,type of engine,0.039,0,0,0.052,0.03
type_of_food,type of food,0.052,0,0.035,0.065,0.027
type_of_fruit,type of fruit,-0.048,0,0,0.133,0.028
type_of_game,type of game,0,-0.064,0,0.122,0.062
type_of_government,type of government,0.075,0.166,-0.078,0.138,0.1
type_of_gun,type of gun,-0.023,-0.03,0,-0.142,-0.045
type_of_keyboard,type of keyboard,0,0.951,0,0,0.317
type_of_letter,type of letter,-0.071,0,0.031,0,-0.034
type_of_machine,type of machine,0,0.098,0,0.107,0.068
type_of_material,type of material,0.044,0,0.046,0.085,0.028
type_of_metal,type of metal,-0.146,0,-0.066,0.098,-0.038
type_of_music,type of music,0.802,0,0,0,0.267
type_of_paper,type of paper,-0.067,0,-0.104,0.084,-0.029
type_of_party,type of party,0.106,-0.2,-0.13,0.129,0.102
type_of_shoes,type of shoes,-0.056,0.068,0,0.102,0.038
type_of_sport,type of sport,0,-0.081,0,0.09,0.057
type_of_store,type of store,0,0,0.069,0,-0.023
type_of_valley,type of valley,0,-0.065,0.031,-0.111,-0.026
type_url,type url,0,0.201,0.018,0.077,0.087
typewriter_font,typewriter font,-0.931,0,0.845,-0.867,-0.881
typewriter_key,typewriter key,0,-0.026,0,0.056,0.027
typewriter_keyboard,typewriter keyboard,0,-0.026,0,0.056,0.027
typewriter_ribbon,typewriter ribbon,0.034,-0.12,0,-0.075,0.026
typhus,typhus,0.579,-0.81,0,0.833,0.741
typhus_fever,typhus fever,0.709,-0.675,0,0.969,0.784
typical,typical,0,0.193,0,0.194,0.129
typically,typically,0,0.131,0,0,0.044
tyrannical,tyrannical,-0.834,0.214,-0.391,-0.108,-0.373
tyrannous,tyrannous,-0.834,0.214,-0.391,-0.108,-0.373
tyranny,tyranny,-0.856,0,0.75,-0.953,-0.853
tyrant,tyrant,0,0,0.97,0,-0.323
udder,udder,0,0,0,0.085,0.028
ugliness,ugliness,-0.874,0,0.584,-0.711,-0.723
ugly,ugly,-0.964,0,0,-0.778,-0.581
ugly_duckling,ugly duckling,0.866,-0.795,0,0.894,0.852
ulcer,ulcer,-0.718,0,-0.742,0,-0.487
ulcer_diet,ulcer diet,-0.637,0,0.819,-0.997,-0.818
ulcerative_colitis,ulcerative colitis,-0.755,0,0.868,-0.992,-0.872
ultimate,ultimate,0.106,0.162,0.037,0.32,0.184
ultraviolet,ultraviolet,0,-0.016,-0.078,-0.064,-0.042
umbrage,umbrage,-0.14,0.148,0.62,-0.636,-0.416
umbrageous,umbrageous,-0.139,0.146,0.623,-0.637,-0.418
umbrella,umbrella,0.106,0.162,0.037,0.32,0.184
unaccessible,unaccessible,0.743,-0.668,0,0.535,0.649
unaccompanied,unaccompanied,-0.877,0,0.773,-0.806,-0.819
unacknowledged,unacknowledged,-0.751,0,0.563,-0.986,-0.767
unacquainted_with,unacquainted with,-0.509,0,0.737,-0.552,-0.599
unadaptability,unadaptability,-0.701,0,0.914,-0.727,-0.781
unadorned,unadorned,-0.752,0,0.869,-0.737,-0.786
unaffected,unaffected,-0.921,0,0.731,-0.852,-0.835
unafraid,unafraid,0.481,0.663,-0.252,0.24,0.377
unagitated,unagitated,0.546,0.656,-0.248,0.261,0.405
unalienable,unalienable,-0.548,0,0.812,-0.865,-0.742
unambiguity,unambiguity,0.777,-0.681,0,0.601,0.686
unarmed,unarmed,-0.574,0,0.654,-0.986,-0.738
unarticulate,unarticulate,-0.668,0,0.989,-0.686,-0.781
unassertive,unassertive,-0.524,0.363,-0.238,-0.148,-0.182
unassertively,unassertively,-0.524,0.363,-0.238,-0.148,-0.182
unassertiveness,unassertiveness,-0.524,0.363,-0.238,-0.148,-0.182
unattractive,unattractive,0,0,0,-0.705,-0.235
unavailable,unavailable,-0.777,0,0.644,-0.687,-0.703
unbalance,unbalance,-0.045,0,-0.163,-0.123,-0.11
unbearable,unbearable,-0.177,0.079,-0.18,0,-0.093
unbelief,unbelief,-0.553,-0.1,-0.416,-0.159,-0.343
unbelievable,unbelievable,-0.542,0,0.646,-0.62,-0.603
unbeliever,unbeliever,0,0.325,-0.098,0.21,0.146
unblemished,unblemished,0.513,-0.585,0,0.919,0.672
uncertain,uncertain,-0.875,0.184,-0.587,0,-0.426
uncertain_environment,uncertain environment,0,0,0,-0.706,-0.235
uncertain_future,uncertain future,0,0,0,-0.706,-0.235
uncertainty,uncertainty,0,0,0,-0.706,-0.235
unchangeable,unchangeable,-0.905,0,0.653,-0.998,-0.852
uncheerful,uncheerful,-0.759,0.282,-0.429,-0.066,-0.324
uncheerfulness,uncheerfulness,-0.718,0.307,-0.407,-0.076,-0.298
unclean,unclean,-0.691,0,0.858,-0.837,-0.795
uncleanness,uncleanness,0.732,-0.957,0,0.856,0.848
unclear,unclear,-0.794,0.241,-0.524,-0.118,-0.398
unclearness,unclearness,-0.587,0,0.871,-0.705,-0.721
uncloudedness,uncloudedness,0.818,-0.672,0,0.906,0.799
uncomfortable,uncomfortable,0,0,0.898,-0.908,-0.602
uncomfortable_chair,uncomfortable chair,-0.974,0,0.135,-0.928,-0.679
uncomfortable_seat,uncomfortable seat,-0.974,0,0.135,-0.928,-0.679
uncomfortable_shoe,uncomfortable shoe,-0.974,0,0.135,-0.928,-0.679
uncomfortable_situation,uncomfortable situation,-0.964,0,0,-0.715,-0.56
uncomfortableness,uncomfortableness,-0.549,0.381,-0.266,-0.139,-0.191
uncommon,uncommon,0.128,0.138,-0.138,0.324,0.151
uncommunicative,uncommunicative,-0.964,0,0.861,-0.901,-0.909
uncommunicativeness,uncommunicativeness,0.609,-0.824,0,0.756,0.73
uncomparable,uncomparable,0.603,-0.804,0,0.555,0.654
uncomplete,uncomplete,0.538,-0.721,0,0.606,0.622
uncomprehensible,uncomprehensible,-0.991,0,0.797,-0.569,-0.786
unconcern,unconcern,0,0,0.898,-0.908,-0.602
unconcerned,unconcerned,0,0,0.898,-0.908,-0.602
unconcernedly,unconcernedly,0,0,0.898,-0.908,-0.602
unconnected,unconnected,-0.653,0,0.944,-0.87,-0.822
unconquerable,unconquerable,-0.738,0,0.732,-0.535,-0.668
unconscious_process,unconscious process,-0.531,0,0.762,-0.668,-0.654
unconsciousness,unconsciousness,-0.1,0,-0.131,-0.158,-0.13
unconstipated,unconstipated,-0.994,0,0.859,-0.626,-0.826
uncontrolled,uncontrolled,-0.891,0,0.678,-0.62,-0.73
uncontroversial,uncontroversial,-0.819,0,0.899,-0.709,-0.809
undead,undead,0,0,-0.753,-0.749,-0.501
undecorated,undecorated,-0.811,0,0.576,-0.906,-0.764
undefeated,undefeated,0.914,-0.547,0,0.803,0.755
undemocratic,undemocratic,-0.551,0,0.931,-0.74,-0.741
undeniable,undeniable,-0.901,0,0.973,-0.767,-0.88
undependability,undependability,-0.922,0,0.546,-0.523,-0.664
undependableness,undependableness,-0.594,0,0.8,-0.514,-0.636
under_bed,under bed,-0.023,0,0,-0.058,-0.027
under_bridge,under bridge,0.025,0,0.044,-0.083,-0.034
under_car,under car,-0.041,-0.163,0,0.056,0.059
under_carpet,under carpet,-0.043,0,0.041,-0.045,-0.043
under_closet,under closet,-0.023,0,0,-0.058,-0.027
under_cover,under cover,-0.028,0.08,0,0.073,0.042
under_garment,under garment,0,-0.059,0.09,-0.043,-0.025
under_ground,under ground,-0.062,0,0,-0.032,-0.031
under_head,under head,0,0.069,0,0,0.023
under_house,under house,-0.093,-0.005,0.018,0,-0.035
under_rock,under rock,-0.068,0,0,0,-0.023
under_umbrella,under umbrella,0,0.094,0,0,0.031
under_water,under water,-0.036,-0.009,0.024,-0.052,-0.034
underclassman,underclassman,-0.648,0,0.88,-0.807,-0.778
underdress,underdress,-0.75,0,0.586,-0.989,-0.775
underfoot,underfoot,-0.063,-0.017,0.031,-0.037,-0.038
undergrad,undergrad,-0.519,0,0.762,-0.861,-0.714
undergraduate,undergraduate,-0.863,0,0.825,-0.948,-0.879
underground,underground,-0.048,0,0,-0.047,-0.032
underground_animal,underground animal,-0.139,0,0.013,-0.081,-0.078
underground_area,underground area,0,0,-0.051,-0.096,-0.049
underground_map,underground map,0.087,0.08,0.013,0,0.051
underground_passage,underground passage,-0.045,0,0,-0.047,-0.031
underpants,underpants,-0.736,0,0.997,-0.862,-0.865
underseller,underseller,-0.773,0,0.528,-0.516,-0.606
underside,underside,-0.549,0,0.845,-0.955,-0.783
understand,understand,0.098,0.165,-0.134,0.284,0.138
understand_better,understand better,0.929,0.861,0,0.862,0.884
understand_culture,understand culture,0.97,0,0.773,0.878,0.358
understand_current_event,understand current event,0.97,0,0.773,0.878,0.358
understand_each_other,understand each other,0.932,0.787,0,0,0.573
understand_fact,understand fact,-0.167,-0.019,-0.177,0.062,-0.088
understand_idea,understand idea,0,0,0,0.881,0.294
understand_new_culture,understand new culture,0.97,0,0.773,0.878,0.358
understand_plot,understand plot,-0.057,-0.089,0,-0.268,-0.079
understand_problem,understand problem,-0.102,0.073,0,-0.049,-0.026
understand_rule,understand rule,0.928,0.754,0,0,0.561
understand_topic,understand topic,-0.065,0,0.042,-0.087,-0.065
understand_world,understand world,0.041,0,0,0.109,0.05
understood,understood,0.632,-0.612,0,0.732,0.659
undersurface,undersurface,-0.666,0,0.809,-0.614,-0.696
undertake,undertake,-0.046,0.194,-0.106,0.124,0.055
underwear,underwear,0,-0.075,0.101,-0.071,-0.032
underworld,underworld,0,0,-0.978,-0.864,-0.614
undesirable,undesirable,-0.557,0,-0.405,-0.087,-0.35
undignified,undignified,-0.896,0,0.647,-0.598,-0.714
undiscipline,undiscipline,-0.964,0,0.942,-0.858,-0.921
undiversified,undiversified,-0.929,0,0.859,-0.64,-0.809
undo,undo,0.507,-0.507,0,0.676,0.563
undreamed_of,undreamed of,-0.542,0,0.646,-0.62,-0.603
undreamt_of,undreamt of,-0.542,0,0.646,-0.62,-0.603
uneasily,uneasily,-0.445,0.411,-0.18,-0.181,-0.132
uneasiness,uneasiness,-0.539,0.378,-0.275,-0.167,-0.201
uneasy,uneasy,-0.44,0.417,-0.166,-0.194,-0.128
uneducated,uneducated,-0.956,0,0,-0.97,-0.642
unemotional,unemotional,0.716,-0.636,0,0.848,0.733
unemployed,unemployed,-0.89,0,0.904,-0.782,-0.859
unemployment,unemployment,0,0,0.948,-0.963,-0.637
unending,unending,0,0.093,0,0.146,0.08
unendurable,unendurable,-0.859,0,0.898,-0.929,-0.895
unenergetic,unenergetic,-0.749,0,0.994,-0.856,-0.866
unenviable,unenviable,-0.521,0.391,-0.243,-0.149,-0.174
unequal,unequal,-0.868,0,0.63,-0.697,-0.732
unequivocalness,unequivocalness,0.823,-0.532,0,0.583,0.646
unerect,unerect,-0.783,0,0.95,-0.731,-0.821
unessential,unessential,-0.819,0,0.987,-0.641,-0.816
uneven,uneven,0,0,0.726,-0.941,-0.556
unevenness,unevenness,-0.535,0,0.765,-0.942,-0.747
unexchangeability,unexchangeability,-0.568,0,0.574,-0.695,-0.612
unexhausted,unexhausted,0.921,-0.825,0,0.868,0.871
unexpected,unexpected,0,-1,0,0,0.333
unfair,unfair,-0.972,0,0.7,-0.964,-0.879
unfaithful,unfaithful,-0.669,0,0.709,-0.881,-0.753
unfaithfulness,unfaithfulness,0.667,-0.719,0,0.775,0.72
unfamiliar,unfamiliar,-0.509,0,0.737,-0.552,-0.599
unfamiliar_with,unfamiliar with,-0.509,0,0.737,-0.552,-0.599
unfamiliarity,unfamiliarity,-0.652,0,0.98,-0.682,-0.771
unfashionable,unfashionable,-0.874,0,0.83,-0.611,-0.772
unfastened,unfastened,-0.759,0,0.892,-0.684,-0.778
unfavorable,unfavorable,-0.74,0,0.982,-0.819,-0.847
unfavorable_judgment,unfavorable judgment,-0.543,0,0.884,-0.714,-0.714
unfavorable_position,unfavorable position,-0.621,0,0.708,-0.619,-0.649
unfavourable,unfavourable,-0.941,0,0.777,-0.707,-0.808
unfinished,unfinished,-0.805,0,0.677,-0.809,-0.764
unfitness,unfitness,-0.829,0,0.698,-0.943,-0.823
unfixed,unfixed,-0.699,0,0.695,-0.716,-0.703
unformed,unformed,-0.646,0,0.557,-0.739,-0.647
unfortunate,unfortunate,-0.676,0,0.838,-0.86,-0.791
unfortunate_person,unfortunate person,-0.804,0,0.603,-0.714,-0.707
unfriendliness,unfriendliness,-0.122,0.193,0.597,-0.627,-0.384
unfriendly,unfriendly,-0.122,0.193,0.597,-0.627,-0.384
unfriendly_staff,unfriendly staff,-0.983,0,0.058,-0.921,-0.654
unfruitful,unfruitful,-0.705,0,0.919,-0.732,-0.785
ungratefulness,ungratefulness,-0.34,0.441,-0.101,-0.204,-0.068
unhappiness,unhappiness,-0.794,0.241,-0.524,-0.118,-0.398
unhappy,unhappy,-0.713,0,0.944,-0.997,-0.885
unharmonious,unharmonious,-0.774,0,0.527,-0.749,-0.683
unhealthfulness,unhealthfulness,-0.754,0,0.893,-0.618,-0.755
unhealthiness,unhealthiness,-0.932,0,0.75,-0.845,-0.842
unhealthy,unhealthy,-0.241,0.084,-0.264,-0.06,-0.16
unhealthy_food,unhealthy food,-0.981,0,0.802,-0.902,-0.895
unhearable,unhearable,-0.964,0,0.613,-0.82,-0.799
unhinge,unhinge,-0.993,0,0.968,-0.963,-0.975
unhopeful,unhopeful,-0.465,0.398,-0.173,-0.192,-0.144
unhurried,unhurried,-0.771,0,0.855,-0.576,-0.734
unhurriedness,unhurriedness,-0.652,0,0.681,-0.623,-0.652
unidentifiable,unidentifiable,-0.826,0,0.758,-0.703,-0.762
uniform,uniform,0.075,0.216,-0.165,0.211,0.112
uniformness,uniformness,-0.638,0,0.822,-0.953,-0.804
unilateralism,unilateralism,-0.506,0,0.734,-0.994,-0.745
unimportant,unimportant,0.978,-0.905,0,0.962,0.948
uninformed,uninformed,0.599,-0.732,0,0.727,0.686
uninhabited,uninhabited,-0.792,0,0.621,-0.502,-0.638
uninjured,uninjured,-0.958,0,0.712,-0.528,-0.733
unintelligibility,unintelligibility,0.813,-0.66,0,0.65,0.708
unintended,unintended,-0.833,0,0.508,-0.796,-0.712
uninterested,uninterested,-0.612,0,0.764,-0.97,-0.782
uninteresting,uninteresting,-0.661,0,0.594,-0.675,-0.643
uninterestingness,uninterestingness,-0.685,0,0.93,-0.852,-0.822
union,union,0.075,0.216,-0.165,0.211,0.112
unipolar_depression,unipolar depression,-0.786,0,0.918,-0.963,-0.889
unique,unique,0.957,0,0,0.759,0.572
unique_animal,unique animal,0.816,0.756,0,0.747,0.773
unit,unit,0.052,0.109,0.086,0.116,0.064
unit_language,unit language,-0.031,0.119,-0.11,0.216,0.065
unit_measure,unit measure,0,0.126,0.104,0.172,0.065
unit_measurement,unit measurement,0,0.091,0.113,0.152,0.043
unite,unite,0.084,0.122,-0.086,0.137,0.086
united_country,united country,0.041,0.104,0,0.072,0.072
united_nations,united nations,0.028,0.154,-0.065,0.057,0.058
united_states,united states,0.054,0,-0.058,0.1,0.032
unity,unity,0.099,0.073,0,0.19,0.121
universal,universal,0.196,0.129,-0.065,0.184,0.148
universal_language,universal language,0.08,0,0.048,0.108,0.047
unix,unix,0,0,0,0.09,0.03
unjust,unjust,-0.745,0,0.934,-0.859,-0.846
unjustness,unjustness,0.871,-0.748,0,0.981,0.867
unkind,unkind,-0.525,0.367,-0.238,-0.154,-0.183
unkindness,unkindness,0.814,-0.95,0,0.918,0.894
unknown,unknown,-0.094,0,0,-0.199,-0.098
unlawful_carnal_knowledge,unlawful carnal knowledge,0.542,-0.839,0,0.927,0.769
unlawfulness,unlawfulness,-0.722,0,0.742,-0.802,-0.755
unlimited,unlimited,-0.031,0.095,0,0.099,0.054
unlock,unlock,-0.024,0.122,0,0.137,0.078
unlock_door,unlock door,-0.102,0,0,0,-0.034
unlogical,unlogical,0.792,-0.867,0,0.888,0.849
unloose,unloose,0.714,-0.571,0,0.873,0.719
unloosen,unloosen,0.92,-0.576,0,0.758,0.751
unlove,unlove,-0.732,0,0,-0.803,-0.512
unloved,unloved,-0.859,0,0.655,-0.672,-0.729
unloving,unloving,-0.565,0,0.578,-0.744,-0.629
unmanageable,unmanageable,-0.965,0,0.636,-0.85,-0.817
unmanful,unmanful,-0.63,0,0.986,-0.946,-0.854
unmanlike,unmanlike,-0.776,0,0.566,-0.632,-0.658
unmanly,unmanly,-0.956,0,0.682,-0.89,-0.843
unmarred,unmarred,0.566,-0.588,0,0.597,0.584
unmarried,unmarried,-0.73,0,0.729,-0.981,-0.813
unmeasurable,unmeasurable,-0.978,0,0.66,-0.885,-0.841
unmerciful,unmerciful,0.563,-0.56,0,0.722,0.615
unmitigated,unmitigated,-0.657,0,0.799,-0.751,-0.736
unmoving,unmoving,-0.802,0,0.547,-0.865,-0.738
unmutilated,unmutilated,0.606,-0.887,0,0.962,0.818
unnaturalness,unnaturalness,-0.685,0,0.863,-0.694,-0.747
unnerve,unnerve,0.518,-0.614,0,0.939,0.69
unnoticed,unnoticed,-0.603,0,0.564,-0.85,-0.672
unobstructed,unobstructed,0.924,-0.834,0,0.807,0.855
unofficial,unofficial,-0.904,0,0.569,-0.967,-0.813
unoriented,unoriented,-0.89,0,0.584,-0.619,-0.698
unoriginal,unoriginal,-0.655,0,0.804,-0.945,-0.801
unpaid,unpaid,-0.972,0,0.53,-0.666,-0.723
unpalatability,unpalatability,-0.522,0,0.703,-0.718,-0.648
unpalatableness,unpalatableness,-0.779,0,0.717,-0.544,-0.68
unpardonable,unpardonable,-0.53,0,0.901,-0.511,-0.647
unpeaceful,unpeaceful,-0.5,0,0.982,-0.85,-0.777
unperceivable,unperceivable,-0.535,0,0.661,-0.834,-0.677
unpleasant,unpleasant,-0.704,0,0.986,-0.956,-0.882
unpleasant_person,unpleasant person,-0.854,0,0.644,-0.983,-0.827
unpleasant_woman,unpleasant woman,-0.558,0,0.956,-0.541,-0.685
unpleasantness,unpleasantness,-0.313,0.41,0,-0.339,-0.081
unplug,unplug,-0.072,-0.017,0,-0.151,-0.069
unpredictable,unpredictable,-0.732,0,0,-0.803,-0.512
unprepared,unprepared,-0.674,0,0.936,-0.555,-0.722
unproductive,unproductive,-0.608,0,0.761,-0.849,-0.739
unprofitable,unprofitable,-0.546,0,0.739,-0.643,-0.643
unprotect_sex,unprotect sex,0.049,0.098,-0.079,0.121,0.063
unprotected,unprotected,-0.924,0,0.969,-0.911,-0.935
unqualified,unqualified,-0.669,0,0.721,-0.539,-0.643
unquestionability,unquestionability,0.904,-0.804,0,0.611,0.773
unquestionable,unquestionable,-0.718,0,0.785,-0.558,-0.687
unquestionableness,unquestionableness,0.946,-0.895,0,0.942,0.928
unquiet,unquiet,-0.44,0.417,-0.166,-0.194,-0.128
unreactive,unreactive,-0.541,0,0.868,-0.968,-0.792
unready,unready,-0.926,0,0.659,-0.814,-0.8
unreal,unreal,-0.677,0,0.716,-0.897,-0.763
unrealistic,unrealistic,-0.93,0,0.94,-0.772,-0.881
unreasonable,unreasonable,-0.982,0,0.646,-0.982,-0.87
unregenerate,unregenerate,-0.964,0,0.858,-0.876,-0.899
unregenerated,unregenerated,-0.677,0,0.715,-0.89,-0.761
unregularity,unregularity,-0.897,0,0.972,-0.502,-0.79
unreliability,unreliability,-0.878,0,0.508,-0.946,-0.777
unreliable,unreliable,-0.732,0,0,-0.803,-0.512
unreliableness,unreliableness,-0.91,0,0.795,-0.662,-0.789
unrest,unrest,-0.786,0,0.994,-0.768,-0.849
unrestrained,unrestrained,-0.971,0,0.569,-0.721,-0.754
unrighteousness,unrighteousness,0.673,-0.663,0,0.566,0.634
unruffled,unruffled,0.553,0.658,-0.251,0.271,0.41
unruliness,unruliness,-0.664,0,0.649,-0.764,-0.692
unsafe,unsafe,-0.742,0,0.781,-0.98,-0.834
unsafe_sex,unsafe sex,-0.909,0,0.202,-1.0,-0.704
unsanitariness,unsanitariness,-0.687,0,0.529,-0.694,-0.637
unsatiable,unsatiable,-0.676,0,0.931,-0.693,-0.767
unsatisfactoriness,unsatisfactoriness,0.774,-0.827,0,0.63,0.744
unsatisfactory,unsatisfactory,-0.751,0,0.785,-0.7,-0.745
unscrew,unscrew,0.062,-0.03,0,0,0.031
unseeable,unseeable,-0.811,0,0.945,-0.514,-0.757
unsettle,unsettle,-0.142,0,-0.152,-0.144,-0.146
unsettled,unsettled,-0.604,0,0.722,-0.843,-0.723
unsexed,unsexed,0.976,-0.958,0,0.876,0.937
unshapely,unshapely,-0.737,0,0.904,-0.531,-0.724
unshared,unshared,-0.77,0,0.577,-0.782,-0.71
unshaved,unshaved,-0.945,0,0.84,-0.917,-0.901
unshaven,unshaven,-0.644,0,0.632,-0.612,-0.629
unsimilarity,unsimilarity,-0.757,0,0.69,-0.695,-0.714
unskilled,unskilled,-0.983,0,0.505,-0.832,-0.773
unskillfulness,unskillfulness,0.983,-0.637,0,0.697,0.772
